Rank,Mountain,MountainLink,Height,Drop,lat,lon,rangeac,Range,Region,Country,Firstascent,MountainImgSrc
798,Untere Wildgrubenspitze,/wiki/Untere_Wildgrubenspitze,2753,980,47.165,10.12638888888889,Lechtal Alps,II/B-21.I-A,Vorarlberg,AT,,Error
799,Östliche Eisentalerspitze,noPage,2753,358,47.07972222222222,10.1,Verwall,II/A-15.VI-C,Vorarlberg,AT,,noImg
800,Pic de Valsenestre,noPage,2752,484,44.88666666666666,6.0675,Massif des Écrins,I/A-05.III-E,Isère,FR,,noImg
801,Cima di Quaira / Karspitze (it),noPage,2752,303,46.308611111111105,10.614166666666666,Ortler Alps,II/C-28.I-A,S-Tyrol/Trentino,IT,,noImg
802,Pointe Percée,/wiki/Pointe_Perc%C3%A9e,2750,1643,45.955555555555556,6.556111111111111,Aravis Range,I/B-08.IV-A,Upper Savoy,FR,1865,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/La_Pointe_Perc%C3%A9ee.jpg/280px-La_Pointe_Perc%C3%A9ee.jpg
803,Birkkarspitze,/wiki/Birkkarspitze,2749,1564,47.41111111111111,11.437777777777779,Karwendel,II/B-21.IV-A,North Tyrol,AT,1870,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Birkkarspitze_S.JPG/280px-Birkkarspitze_S.JPG
804,Alplerspitz / Mardatsch,noPage,2748,321,46.76166666666666,11.301111111111112,Sarntal Alps,II/A-16.III-A,South Tyrol,IT,,noImg
805,Sommet de La Frema,noPage,2747,702,44.151944444444446,6.698611111111111,Maritime Alps,I/A-02.I-E,A-d-H-Provence,FR,,noImg
806,Hochwildstelle,/wiki/Hochwildstelle,2747,480,47.335,13.830833333333333,Niedere Tauern,II/A-18.II-A,Styria,AT,1801,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Hochwildstelle_%28Klafferscharte%29.jpg/282px-Hochwildstelle_%28Klafferscharte%29.jpg
807,Corno del Lago,noPage,2747,409,45.670833333333334,7.783055555555555,Monte Rosa Alps,I/B-09.III-B,Aosta Valley,IT,,noImg
808,Hochwart,noPage,2746,308,46.79083333333333,11.318888888888889,Sarntal Alps,II/A-16.III-A,South Tyrol,IT,,noImg
809,Cima Bocche,/wiki/Cima_Bocche,2745,714,46.35416666666667,11.752222222222223,Dolomites - NW,II/C-31.III-B,Trentino,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Cima_Bocche.jpg/280px-Cima_Bocche.jpg
810,Jakobsspitze,/wiki/Jakobsspitze,2745,531,46.76305555555555,11.491666666666665,Sarntal Alps,II/A-16.III-A,South Tyrol,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Jakobspitz.JPG/280px-Jakobspitz.JPG
811,Sadnig,/wiki/Sadnig,2745,385,46.941111111111105,12.989166666666666,Goldberg Group,II/A-17.II-E,Carinthia,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Austria_relief_location_map.jpg/248px-Austria_relief_location_map.jpg
812,Hochwanner,/wiki/Hochwanner,2744,699,47.39611111111111,11.055833333333334,Wetterstein,II/B-21.III-B,N-Tyrol/Bavaria,AT/DE,1870,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Hochwanner_von_S_HQ.jpg/280px-Hochwanner_von_S_HQ.jpg
813,Roteck,/wiki/Roteck,2742,444,47.230000000000004,13.850555555555555,Niedere Tauern,II/A-18.II-A,Salzburg/Styria,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/HPIM2142.JPG/280px-HPIM2142.JPG
814,Ärmighore,/wiki/%C3%84rmighore,2742,332,46.541666666666664,7.713611111111112,Bernese Prealps,I/B-14.II-B,Bern,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Armighorn_on_left.jpg/280px-Armighorn_on_left.jpg
815,Madom Gröss,/wiki/Madom_Gr%C3%B6ss,2741,630,46.36666666666667,8.831111111111111,Ticino Alps,I/B-10.II-D,Ticino,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Aussicht-Pizzo-Cramosino.jpg/280px-Aussicht-Pizzo-Cramosino.jpg
816,Cima Carnera (it),noPage,2741,319,45.855000000000004,7.970277777777778,Monte Rosa Alps,I/B-09.III-C,Vercelli,IT,,noImg
817,Škrlatica,/wiki/%C5%A0krlatica,2740,972,46.43277777777777,13.821111111111112,Julian Alps,II/C-34.I-E,West Slovenia,SI,1880,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Skrlatica2.JPG/280px-Skrlatica2.JPG
818,Kasereck,/wiki/Kasereck,2740,425,47.237500000000004,13.771666666666668,Niedere Tauern,II/A-18.II-A,Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Kasereck_Juli2007.jpg/282px-Kasereck_Juli2007.jpg
819,Schenadüi,/wiki/Schenad%C3%BCi,2738,375,46.552499999999995,8.74861111111111,Leone-Gotthard Alps,I/B-10.I-B,Ticino,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
820,Spitzhorli,/wiki/Spitzhorli,2737,320,46.26444444444444,7.980555555555556,Weissmies Alps,I/B-09.V-C,Valais,CH,,Error
821,Monte Zucchero,/wiki/Monte_Zucchero,2735,554,46.35416666666667,8.714166666666666,Ticino Alps,I/B-10.II-D,Ticino,CH,,Error
822,Kaltwasserkarspitze,/wiki/Kaltwasserkarspitze,2733,320,47.403055555555554,11.450555555555555,Karwendel,II/B-21.IV-A,North Tyrol,AT,1870,Error
823,Dremelspitze,/wiki/Dremelspitze,2733,307,47.235,10.595833333333333,Lechtal Alps,II/B-21.I-A,North Tyrol,AT,1896,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Dremelspitze_von_Norden.jpg/280px-Dremelspitze_von_Norden.jpg
824,Pic des Cabottes,noPage,2732,548,45.24194444444444,6.063888888888889,Belledonne,I/A-05.II-A,Isère,FR,,noImg
825,Clot de la Cime,noPage,2732,312,44.81666666666667,6.7219444444444445,Central Cottian Alps,I/A-04.II-B,Hautes-Alpes,FR,,noImg
826,Monte Borga,noPage,2731,325,46.09305555555556,10.208333333333332,Bergamo Alps,II/C-29.I-A,Sondrio,IT,,noImg
827,Le Grand Coin,noPage,2729,328,45.346111111111114,6.402222222222223,Vanoise massif,I/B-07.II-E,Savoy,FR,,noImg
828,Kesselspitze,/wiki/Kesselspitze,2728,323,47.10055555555556,11.364722222222222,Stubai Alps,II/A-16.II-A,North Tyrol,AT,,https:undefined
829,Bergwerkskopf,noPage,2728,310,47.225,10.609166666666667,Lechtal Alps,II/B-21.I-A,North Tyrol,AT,1885,noImg
830,Sas de Mezdi / La Mesola,noPage,2727,488,46.471944444444446,11.877500000000001,Dolomites - NW,II/C-31.III-B,Belluno/Trentino,IT,,noImg
831,Pizzo di Claro,/wiki/Pizzo_di_Claro,2727,361,46.295833333333334,9.055555555555557,Adula Alps,I/B-10.III-B,Graub./Ticino,CH/IT,,Error
832,Pizzo di Prata,noPage,2727,352,46.277499999999996,9.455555555555556,Bregaglia Range,II/A-15.III-B,Sondrio,IT,,noImg
833,Großer Bettelwurf,/wiki/Gro%C3%9Fer_Bettelwurf,2726,814,47.344166666666666,11.520000000000001,Karwendel,II/B-21.IV-A,North Tyrol,AT,1855,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Bettelwurf.jpg/282px-Bettelwurf.jpg
834,Hirzer,noPage,2725,339,47.217777777777776,11.663055555555555,Tux Alps,II/B-23.I-B,North Tyrol,AT,,noImg
835,Schmalzkopf,noPage,2724,327,46.93138888888889,10.535833333333333,Ötztal Alps,II/A-16.I-A,North Tyrol,AT,,noImg
836,Weiße Wand,noPage,2722,315,46.94583333333333,11.813611111111111,Zillertal Alps,II/A-17.I-C,South Tyrol,IT,,noImg
837,Mont Dzerbion / Monte Zerbion (it),noPage,2720,306,45.788333333333334,7.66388888888889,Monte Rosa Alps,I/B-09.III-B,Aosta Valley,IT,,noImg
838,Hochwand (de),noPage,2719,402,47.35861111111111,11.015833333333333,Mieminger Chain,II/B-21.III-A,North Tyrol,AT,1873,noImg
839,Spitzkofel (de),noPage,2717,457,46.77222222222222,12.743333333333332,Gailtal Alps,II/C-33.II-B,East Tyrol,AT,1855,noImg
840,Serles,/wiki/Serles,2717,333,47.12388888888889,11.381111111111112,Stubai Alps,II/A-16.II-A,North Tyrol,AT,1579,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Serles_-BT-_02.jpg/280px-Serles_-BT-_02.jpg
841,Ortstock,/wiki/Ortstock,2716,538,46.92527777777777,8.948055555555555,Schwyz Alps,I/B-13.I-A,Glarus/Schwyz,CH,,Error
842,Cima Ambrizzola,/wiki/Croda_da_Lago,2715,610,46.47916666666667,12.098055555555556,Dolomites - NE,II/C-31.I-D,Belluno,IT,1884,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Croda_da_Lago_nord.jpg/280px-Croda_da_Lago_nord.jpg
843,Colàc,/wiki/Colac_(mountain),2715,377,46.44138888888889,11.7825,Dolomites - NW,II/C-31.III-B,Trentino,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Colac0001.jpg/250px-Colac0001.jpg
844,Watzmann,/wiki/Watzmann,2713,953,47.555,12.923055555555555,Berchtesgaden Alps,II/B-24.III-C,Bavaria,DE,1800,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Watzmann_Berchtesgaden.jpg/280px-Watzmann_Berchtesgaden.jpg
845,Pizzo Straciugo,/wiki/Pizzo_Straciugo,2713,335,46.132222222222225,8.120833333333334,Weissmies Alps,I/B-09.V-B,Valais/V-C-O,CH/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Alps_location_map.png/248px-Alps_location_map.png
846,Croda da Campo,noPage,2712,365,46.589444444444446,12.434166666666666,Sexten Dolomites,II/C-31.I-A,Belluno,IT,,noImg
847,Weißeck,/wiki/Wei%C3%9Feck,2711,451,47.1625,13.394166666666667,Niedere Tauern,II/A-18.I-A,Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Weisseck.jpg/280px-Weisseck.jpg
848,Mont Saint-Sauveur,noPage,2711,369,44.164722222222224,7.135555555555556,Maritime Alps,I/A-02.I-B,Alpes Maritimes,FR,,noImg
849,Mont Gond,/wiki/Mont_Gond,2710,395,46.285555555555554,7.2636111111111115,Vaud Alps,I/B-12.III-A,Valais,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Tsanfleuron.JPG/280px-Tsanfleuron.JPG
850,Pic de Bure,/wiki/Pic_de_Bure,2709,1267,44.626666666666665,5.9350000000000005,Dauphiné Prealps,I/A-06.I-A,Hautes-Alpes,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/SuperD%C3%A9voluy-Pic_de_Bure.JPG/280px-SuperD%C3%A9voluy-Pic_de_Bure.JPG
851,Hochkreuz,noPage,2709,300,46.815,13.074166666666667,Kreuzeck Group,II/A-17.IV-A,Carinthia,AT,,noImg
852,Gsür,/wiki/Gs%C3%BCr,2708,372,46.51083333333333,7.519722222222222,Bernese Prealps,I/B-14.II-A,Bern,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Gs%C3%BCr_%2815413637610%29.jpg/280px-Gs%C3%BCr_%2815413637610%29.jpg
853,Coston di Slavaci,noPage,2708,315,46.26222222222222,11.716944444444444,Fiemme Alps,II/C-31.V-B,Trentino,IT,,noImg
854,Cima dei Preti,/wiki/Cima_dei_Preti,2706,1420,46.3425,12.420833333333333,Carnic Prealps,II/C-33.III-A,Bell./Pordenone,IT,1874,Error
855,Penser Weißhorn,/wiki/Penser_Wei%C3%9Fhorn,2705,458,46.801944444444445,11.395555555555555,Sarntal Alps,II/A-16.III-A,South Tyrol,IT,1822,Error
856,Pizzo Montalto (it),noPage,2705,395,46.097500000000004,8.133055555555556,Weissmies Alps,I/B-09.V-B,V-C-O,IT,,noImg
857,Rote Wand,/wiki/Rote_Wand,2704,877,47.186388888888885,9.985,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/RoteWand2.jpg/280px-RoteWand2.jpg
858,Monte Fraiteve (it),noPage,2702,403,44.977222222222224,6.8613888888888885,Central Cottian Alps,I/A-04.II-A,Turin,IT,,noImg
859,Waldhorn (de),/wiki/Waldhorn,2702,392,47.29611111111111,13.817499999999999,Niedere Tauern,II/A-18.II-A,Salzburg/Styria,AT,1878,https:undefined
860,Rotsandnollen,/wiki/Rotsandnollen,2700,493,46.800555555555555,8.34388888888889,Urner Alps,I/B-14.III-B,Nidwalden/Obw.,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Rotsandnollen.jpg/280px-Rotsandnollen.jpg
861,Cima Iuribrutto,noPage,2697,316,46.35916666666667,11.765277777777778,Dolomites - NW,II/C-31.III-B,Trentino,IT,,noImg
862,Großer Lafatscher (de),noPage,2696,615,47.345555555555556,11.452777777777778,Karwendel,II/B-21.IV-A,North Tyrol,AT,1867,noImg
863,Monte Peralba,/wiki/Peralba,2694,725,46.629444444444445,12.719444444444445,Carnic Alps,II/C-33.I-A,Belluno,IT,1854,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Peralba.JPG/280px-Peralba.JPG
864,Piz de Groven,/wiki/Piz_de_Groven,2694,433,46.318333333333335,9.159166666666668,Adula Alps,I/B-10.III-B,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
865,Grand Coyer (fr),noPage,2693,421,44.10055555555556,6.690277777777778,Maritime Alps,I/A-02.I-E,A-d-H-Provence,FR,,noImg
866,Tête du Colonney (fr),noPage,2692,521,45.97166666666667,6.690833333333334,Chablais Alps,I/B-08.II-B,Upper Savoy,FR,,noImg
867,Ilmspitze,noPage,2692,300,47.05722222222222,11.330277777777777,Stubai Alps,II/A-16.II-A,North Tyrol,AT,1891,noImg
868,Große Kinigat / Monte Cavallino,/wiki/Gro%C3%9Fe_Kinigat,2689,595,46.67527777777777,12.524444444444445,Carnic Alps,II/C-33.I-A,E-Tyrol/Belluno,AT/IT,1898,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Gro%C3%9Fe_Kinigat3.jpg/280px-Gro%C3%9Fe_Kinigat3.jpg
869,Piz Pian Grand,/wiki/Piz_Pian_Grand,2689,528,46.4175,9.155555555555557,Adula Alps,I/B-10.III-B,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Val_Vignun_Pian_Grand.jpg/280px-Val_Vignun_Pian_Grand.jpg
870,Aiguilles de la Pennaz,/wiki/Aiguilles_de_la_Pennaz,2688,359,45.745,6.6994444444444445,Beaufortain Massif,I/B-07.VI-B,Savoy/U-Savoy,FR,,Error
871,Hochfeind (pl),noPage,2687,572,47.18722222222222,13.495,Niedere Tauern,II/A-18.I-A,Salzburg,AT,,noImg
872,Grand Mont,/wiki/Grand_Mont,2686,577,45.63194444444444,6.537222222222222,Beaufortain Massif,I/B-07.VI-A,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Grand_Mont_summit.jpg/280px-Grand_Mont_summit.jpg
873,Cima del Serraglio,/wiki/Cima_del_Serraglio,2685,350,46.59277777777778,10.242222222222221,Ortler Alps,II/A-15.V-A,Graub./Sondrio,CH/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Alps_location_map.png/248px-Alps_location_map.png
874,Deichselspitze,noPage,2684,385,47.27027777777778,13.822222222222223,Niedere Tauern,II/A-18.II-A,Salzburg/Styria,AT,,noImg
875,Chapeau de Gendarme (fr),noPage,2682,368,44.33833333333334,6.6658333333333335,Maritime Alps,I/A-02.I-C,Alpes Maritimes,FR,,noImg
876,Leutascher Dreitorspitze,/wiki/Leutascher_Dreitorspitze,2682,346,47.400555555555556,11.124444444444444,Wetterstein,II/B-21.III-B,N-Tyrol/Bavaria,AT/DE,1871,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Partenkirchner_Dreitorspitze_von_S_aus_dem_Leutascher_Platt_HQ.jpg/280px-Partenkirchner_Dreitorspitze_von_S_aus_dem_Leutascher_Platt_HQ.jpg
877,Hochstadel (pl),noPage,2681,386,46.76,12.857222222222221,Gailtal Alps,II/C-33.II-B,Carinthia/E-Tyrol,AT,,noImg
878,Mosermandl (de),noPage,2680,555,47.20611111111111,13.39611111111111,Niedere Tauern,II/A-18.I-A,Salzburg,AT,,noImg
879,Mangart,/wiki/Mangart,2679,1067,46.43944444444444,13.654722222222222,Julian Alps,II/C-34.I-C,Udine/Slovenia,IT/SI,1794,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Mangart_%281%29.jpg/280px-Mangart_%281%29.jpg
880,Spullerschafberg,noPage,2679,670,47.17388888888889,10.075833333333334,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,,noImg
881,Punta Tempesta,/wiki/Punta_Tempesta,2679,309,44.42194444444444,7.138333333333334,Southern Cottian Alps,I/A-04.I-A,Cuneo,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Punta_Tempesta.png/280px-Punta_Tempesta.png
882,Cima di Santa Maria,noPage,2678,436,46.21277777777778,10.950833333333332,Brenta Dolomites,II/C-28.IV-A,Trentino,IT,,noImg
883,Gaflunakopf,noPage,2676,351,47.06388888888888,10.134722222222221,Verwall,II/A-15.VI-C,N-Tyrol/Vorarlb.,AT,,noImg
884,Piz della Forcola,/wiki/Piz_della_Forcola,2675,449,46.31638888888889,9.293333333333333,Adula Alps,I/B-10.III-D,Graub./Sondrio,CH/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Alps_location_map.png/248px-Alps_location_map.png
885,Mont Pépoiri (it),noPage,2674,643,44.11083333333333,7.202777777777778,Maritime Alps,I/A-02.I-B,Alpes Maritimes,FR,,noImg
886,Mont Rougnous,noPage,2673,465,44.18416666666666,6.87388888888889,Maritime Alps,I/A-02.I-D,Alpes Maritimes,FR,,noImg
887,Elendberg,noPage,2672,346,47.28388888888889,13.746944444444443,Niedere Tauern,II/A-18.II-A,Styria,AT,,noImg
888,Ballunspitze,noPage,2671,400,46.95527777777778,10.135,Silvretta,II/A-15.VI-A,N-Tyrol/Vorarlb.,AT,1861,noImg
889,Stübele / Stubele (it),noPage,2671,384,46.467777777777776,10.936666666666667,Ortler Alps,II/C-28.I-A,S-Tyrol/Trentino,IT,,noImg
890,Sas Ciampac/Ciampatsch,noPage,2671,305,46.56305555555555,11.835277777777778,Dolomites - NW,II/C-31.III-A,South Tyrol,IT,,noImg
891,Le Grand Miceau,noPage,2669,300,45.37111111111111,6.2122222222222225,Belledonne,I/A-05.II-A,Savoy,FR,,noImg
892,Monte Duranno (de),noPage,2668,510,46.32888888888889,12.402777777777779,Carnic Prealps,II/C-33.III-A,Bell./Pordenone,IT,1874,noImg
893,Südliche Sonnenspitze,noPage,2668,325,47.38666666666666,11.477777777777778,Karwendel,II/B-21.IV-A,North Tyrol,AT,1870,noImg
894,Jôf Fuart (it),noPage,2666,528,46.43055555555555,13.491388888888888,Julian Alps,II/C-34.I-A,Udine,IT,,noImg
895,Les Avoudrues,noPage,2666,385,46.10111111111111,6.813055555555556,Chablais Alps,I/B-08.II-B,Upper Savoy,FR,,noImg
896,Monte Bruffione,noPage,2665,350,45.94222222222222,10.491388888888888,Adamello-Presanella,II/C-28.III-A,Brescia/Trentino,IT,,noImg
897,Monte Cernera,noPage,2664,304,46.46888888888889,12.058333333333334,Dolomites - NE,II/C-31.I-D,Belluno,IT,,noImg
898,Toblacher Pfannhorn (de),noPage,2663,337,46.78388888888889,12.284166666666666,Villgraten Mountains,II/A-17.III-B,E-Tyrol/S-Tyrol,AT/IT,,noImg
899,Hohe Munde,/wiki/Hohe_Munde,2662,603,47.34777777777778,11.071944444444444,Mieminger Chain,II/B-21.III-A,North Tyrol,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Hohe_Munde_vom_Inntal_bei_Oberhofen.jpg/282px-Hohe_Munde_vom_Inntal_bei_Oberhofen.jpg
900,Grünstein,noPage,2661,389,47.348888888888894,10.921388888888888,Mieminger Chain,II/B-21.III-A,North Tyrol,AT,,noImg
901,Pointe Rousse des Chambres,noPage,2660,322,46.11277777777778,6.820277777777777,Chablais Alps,I/B-08.II-B,Upper Savoy,FR,,noImg
902,Pizzo Giezza,noPage,2658,555,46.17916666666667,8.196666666666667,Weissmies Alps,I/B-09.V-B,V-C-O,IT,,noImg
903,Piz Toissa,/wiki/Piz_Toissa,2657,310,46.618611111111115,9.525,Oberhalbstein Range,II/A-15.I-B,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Piz_Toissa_with_Parsonz_from_Riom-Parsonz.JPG/280px-Piz_Toissa_with_Parsonz_from_Riom-Parsonz.JPG
904,Großer Krottenkopf,/wiki/Gro%C3%9Fer_Krottenkopf,2656,996,47.31166666666666,10.355833333333333,Allgäu Alps,II/B-22.II-C,North Tyrol,AT,1864,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Grosser_Krottenkopf_von_Westen.jpg/280px-Grosser_Krottenkopf_von_Westen.jpg
905,Ilmenspitze /Cima degli Olmi,/wiki/Ilmenspitze,2656,312,46.481944444444444,10.963888888888889,Ortler Alps,II/C-28.I-A,S-Tyrol/Trentino,IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Ilmenspitze_von_Norden.JPG/280px-Ilmenspitze_von_Norden.JPG
906,Selbhorn,/wiki/Selbhorn,2655,409,47.44694444444444,12.96361111111111,Berchtesgaden Alps,II/B-24.III-A,Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Selbhorn.jpg/280px-Selbhorn.jpg
907,Sommet du Guiau,noPage,2654,442,45.019999999999996,6.673611111111112,Massif des Cerces,I/A-04.III-A,H-Alpes/Turin,FR/IT,,noImg
908,Faulkogel,noPage,2654,350,47.21611111111111,13.3725,Niedere Tauern,II/A-18.I-A,Salzburg,AT,,noImg
909,Schönfeldspitze,/wiki/Sch%C3%B6nfeldspitze,2653,384,47.45805555555556,12.9375,Berchtesgaden Alps,II/B-24.III-A,Salzburg,AT,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Schoenfeldspitze.JPG/280px-Schoenfeldspitze.JPG
910,Männliflue,/wiki/M%C3%A4nnliflue,2652,374,46.55138888888889,7.546388888888889,Bernese Prealps,I/B-14.II-A,Bern,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
911,Hohes Licht,/wiki/Hohes_Licht,2651,678,47.280277777777776,10.276111111111112,Allgäu Alps,II/B-22.II-C,North Tyrol,AT,1854,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Hohoes_Licht02.jpg/280px-Hohoes_Licht02.jpg
912,Punta Marguareis,/wiki/Punta_Marguareis,2650,779,44.17388888888889,7.684444444444445,Ligurian Alps,I/A-01.II-B,A-Marit/Cuneo,FR/IT,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Nordwand_der_Punta_Marguareis_%28Ligurische_Alpen%29.JPG/280px-Nordwand_der_Punta_Marguareis_%28Ligurische_Alpen%29.JPG
913,Le Chenaillet (fr),noPage,2650,496,44.90222222222222,6.740555555555556,Central Cottian Alps,I/A-04.II-B,Hautes-Alpes,FR,,noImg
914,Braunarlspitze (de),noPage,2649,612,47.22944444444445,10.064444444444446,Lechquellen Mts,II/B-21.II-A,Vorarlberg,AT,,noImg
915,Averau,/wiki/Averau,2649,413,46.50083333333333,12.036944444444444,Dolomites - NE,II/C-31.I-D,Belluno,IT,1874,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Averau0001.jpg/280px-Averau0001.jpg
916,Jalovec,/wiki/Jalovec_(mountain),2645,511,46.42166666666667,13.679722222222221,Julian Alps,II/C-34.I-C,West Slovenia,SI,1875,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Jalovec_northside_MC.jpg/280px-Jalovec_northside_MC.jpg
917,Crête des Crousas,noPage,2645,422,44.723055555555554,6.660555555555556,Central Cottian Alps,I/A-04.II-B,Hautes-Alpes,FR,,noImg
918,Zimba,/wiki/Zimba_(mountain),2643,578,47.09138888888889,9.78888888888889,Rätikon,II/A-15.VIII-A,Vorarlberg,AT,1848,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Zimba_B%C3%BCrserberg.jpg/280px-Zimba_B%C3%BCrserberg.jpg
919,Heiterwand (de),noPage,2639,745,47.31444444444444,10.734444444444444,Lechtal Alps,II/B-21.I-B,North Tyrol,AT,1890,noImg
920,Hocheck,noPage,2638,401,47.236111111111114,13.724166666666667,Niedere Tauern,II/A-18.II-A,Salzburg,AT,,noImg
921,Kleiner Solstein,/wiki/Kleiner_Solstein,2637,516,47.302499999999995,11.324444444444444,Karwendel,II/B-21.IV-A,North Tyrol,AT,1867,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Brandjoch%2C_Hohe_Warte%2C_Solsteine.JPG/282px-Brandjoch%2C_Hohe_Warte%2C_Solsteine.JPG
922,Birnhorn,/wiki/Birnhorn,2634,1665,47.474722222222226,12.733888888888888,Leoganger Steinberge,II/B-24.I-C,Salzburg,AT,1831,Error
923,Crêt du Rey,/wiki/Cr%C3%AAt_du_Rey,2633,514,45.60138888888889,6.599444444444444,Beaufortain Massif,I/B-07.VI-A,Savoy,FR,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Cr%C3%AAt_du_Rey.JPG/280px-Cr%C3%AAt_du_Rey.JPG
924,Urbeleskarspitze,/wiki/Urbeleskarspitze,2632,375,47.336666666666666,10.46861111111111,Allgäu Alps,II/B-22.II-C,North Tyrol,AT,1869,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Urbeleskarspitze.jpg/288px-Urbeleskarspitze.jpg
925,Großstein,noPage,2632,351,47.23777777777778,10.494444444444444,Lechtal Alps,II/B-21.I-A,North Tyrol,AT,,noImg
926,Rüfispitze,noPage,2632,342,47.191111111111105,10.182222222222222,Lechtal Alps,II/B-21.I-A,Vorarlberg,AT,,noImg
927,Monte Mongioie (it),noPage,2630,459,44.175,7.785555555555556,Ligurian Alps,I/A-01.II-B,Cuneo,IT,,noImg
928,Munt Buffalora,/wiki/Munt_Buffalora,2630,351,46.62694444444445,10.25,Ortler Alps,II/A-15.V-A,Graubünden,CH,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Switzerland_relief_location_map.jpg/248px-Switzerland_relief_location_map.jpg
929,Ultner Hochwart (de),noPage,2627,440,46.51166666666666,10.999722222222221,Ortler Alps,II/C-28.I-A,South Tyrol,IT,,noImg
930,Blutspitze / Steinkarspitze,noPage,2626,430,47.249722222222225,13.685833333333333,Niedere Tauern,II/A-18.II-A,Salzburg/Styria,AT,,noImg
931,Monte Pradella,noPage,2626,348,45.992222222222225,9.850555555555555,Bergamo Alps,II/C-29.I-A,Bergamo,IT,,noImg
932,Cima d'Auta Orientale,noPage,2624,312,46.400555555555556,11.886111111111111,Dolomites - NW,II/C-31.III-B,Belluno,IT,,noImg
933,Valschavielberge,noPage,2624,304,47.00944444444445,10.126666666666667,Verwall,II/A-15.VI-C,Vorarlberg,AT,,noImg
934,Le Rissiou,noPage,2622,522,45.183611111111105,6.0680555555555555,Dauphiné Alps,I/A-05.I-B,Isère,FR,,noImg
